stationName,Lat,Long,tripRatio1,tripRatio2,tripRatio3,tripRatio4,tripRatio5,tripRatio6,tripRatio7,tripRatio8,tripRatio9,tripRatio10,tripRatio11,tripRatio12,tripRatio13,tripRatio14,tripRatio15,tripRatio16,tripRatio17,tripRatio18,tripRatio19,tripRatio20,tripRatio21,tripRatio22,tripRatio23,tripRatio24,tripRatio25,tripRatio26,tripRatio27,tripRatio28,tripRatio29,tripRatio30,tripRatio31,tripRatio32,tripRatio33,tripRatio34,tripRatio35,tripRatio36,tripRatio37,tripRatio38,tripRatio39,tripRatio40,tripRatio41,tripRatio42,tripRatio43,tripRatio44,tripRatio45,tripRatio46,tripRatio47,tripRatio48,totalTrips1,totalTrips2,totalTrips3,totalTrips4,totalTrips5,totalTrips6,totalTrips7,totalTrips8,totalTrips9,totalTrips10,totalTrips11,totalTrips12,totalTrips13,totalTrips14,totalTrips15,totalTrips16,totalTrips17,totalTrips18,totalTrips19,totalTrips20,totalTrips21,totalTrips22,totalTrips23,totalTrips24,totalTrips25,totalTrips26,totalTrips27,totalTrips28,totalTrips29,totalTrips30,totalTrips31,totalTrips32,totalTrips33,totalTrips34,totalTrips35,totalTrips36,totalTrips37,totalTrips38,totalTrips39,totalTrips40,totalTrips41,totalTrips42,totalTrips43,totalTrips44,totalTrips45,totalTrips46,totalTrips47,totalTrips48
Green St T,42.310579,-71.107341,-1,1,0,0,0,0,0,0,0,0,0,1,0,-0.111111111111111,1,0.846153846153846,0.897435897435897,0.739130434782609,0.882352941176471,0.894736842105263,1,0.142857142857143,1,0.333333333333333,0.4,0.333333333333333,-0.272727272727273,-0.2,-0.428571428571429,-0.666666666666667,-0.0588235294117647,-0.230769230769231,-0.2,-0.68,-0.333333333333333,-0.935483870967742,-0.777777777777778,-0.8,-0.565217391304348,-0.538461538461538,-0.75,-0.5,-0.6,-0.25,-0.75,-0.555555555555556,0,-1,1,1,0,0,0,0,0,0,0,0,0,13,2,9,21,26,39,23,17,19,11,7,5,9,10,9,11,10,7,6,17,13,10,25,33,31,36,30,23,13,8,8,15,8,8,9,4,2
New Balance Store - Boylston at Dartmouth,42.350413,-71.07655,0,0,0,-1,0,0,0,0,0,1,0,1,-0.5,-0.692307692307692,-0.189189189189189,-0.743589743589744,-0.419354838709677,-0.568181818181818,-0.636363636363636,-0.166666666666667,-0.294117647058824,0.454545454545455,0.25,0.0857142857142857,-0.0285714285714286,0.384615384615385,0.0909090909090909,-0.3,-0.179487179487179,-0.333333333333333,0.183673469387755,0.151515151515152,0.0454545454545455,0.350649350649351,0.56989247311828,0.391304347826087,0.32,0.0256410256410256,0.2,-0.172413793103448,0.161290322580645,0.157894736842105,-0.0909090909090909,0.333333333333333,-0.2,0.2,0,0.333333333333333,0,0,0,1,0,0,0,0,0,2,0,1,4,26,37,39,62,88,44,24,17,22,8,35,35,26,33,40,39,27,49,33,44,77,93,69,50,39,40,29,31,19,11,9,5,15,4,3
ID Building East,42.344827,-71.028664,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.5,-1,-0.977777777777778,-0.853658536585366,-0.95,-0.789473684210526,-1,-0.6,0.333333333333333,0.684210526315789,0.513513513513513,0.357142857142857,-0.51219512195122,-0.6,-0.142857142857143,0.777777777777778,0.333333333333333,0.928571428571429,0.769230769230769,1,1,1,1,1,0.8,0.333333333333333,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,4,9,90,82,40,19,5,10,6,19,37,28,41,15,7,9,12,28,26,29,62,81,15,9,10,6,3,3,2,3,2,3,2,1
ID Building West,42.344796,-71.031614,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.875,-0.959183673469388,-1,-0.972602739726027,-0.833333333333333,-0.285714285714286,-0.333333333333333,0.333333333333333,0.238095238095238,0.176470588235294,0.25,-0.2,-0.263157894736842,0.0909090909090909,0.428571428571429,0.391304347826087,0.368421052631579,0.5,0.901639344262295,0.96551724137931,0.89041095890411,0.652173913043478,0.6,0.818181818181818,0.714285714285714,1,1,0.333333333333333,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,32,98,92,73,24,14,12,6,21,34,32,35,19,22,7,23,19,40,61,116,73,23,15,11,7,8,3,3,2,2,0,2,0
Magoun Square at Trum Field,42.398365,-71.107818,-0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.75,0.2,1,1,1,1,-0.333333333333333,-1,0,-1,1,-0.666666666666667,-0.2,-1,-0.5,0,-0.538461538461538,-0.2,-0.789473684210526,-0.666666666666667,-0.7,0.142857142857143,-1,0,-0.666666666666667,0,0.333333333333333,-0.333333333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,5,10,14,21,25,8,5,1,4,3,2,3,1,0,1,4,6,5,1,4,8,13,20,19,18,20,7,12,4,6,4,3,3,0
Mass Ave at Newmarket Square,42.326599,-71.066498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-0.5,0.5,-0.333333333333333,0.5,-1,-0.333333333333333,0.2,0.333333333333333,-1,-0.111111111111111,0,0,0,-0.333333333333333,0.230769230769231,-0.142857142857143,-0.333333333333333,-0.111111111111111,-0.571428571428571,-0.714285714285714,-0.333333333333333,-0.4,0,1,1,-0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,8,3,4,1,6,5,3,3,9,4,6,4,9,13,7,6,9,14,7,6,10,2,3,1,3,6,4,0,0,0
Dana Park,42.361589,-71.107437,-1,-1,0,0,-1,-1,-1,1,1,1,1,1,0.6,1,0.428571428571429,0.866666666666667,0.869565217391304,0.971014492753623,1,0.86046511627907,0.851851851851852,0.555555555555556,1,0.75,0.6,0.111111111111111,0.157894736842105,-0.571428571428571,-0.333333333333333,-0.0526315789473684,-0.571428571428571,0.241379310344828,-0.466666666666667,-0.307692307692308,-0.317073170731707,-0.396825396825397,-0.631578947368421,-0.484848484848485,-0.8,-0.65,0.0588235294117647,-0.268292682926829,-0.727272727272727,-0.523809523809524,-1,-0.666666666666667,-0.4,0.5,2,2,0,0,1,1,1,1,4,4,4,2,5,18,14,45,46,69,59,43,27,9,14,8,15,18,19,14,18,19,28,29,15,26,41,63,76,66,40,40,34,41,22,21,12,6,10,4
HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,42.337171,-71.102797,-0.333333333333333,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-0.833333333333333,-0.852631578947368,-0.897435897435897,-0.692307692307692,-0.728813559322034,-0.660377358490566,-0.846153846153846,-0.492063492063492,-0.209302325581395,-0.142857142857143,0.285714285714286,0.0384615384615385,-0.121951219512195,0,-0.0204081632653061,0.0769230769230769,0.345454545454545,0.6,0.65,0.818181818181818,0.729166666666667,0.71875,0.461538461538462,0.672131147540984,0.583333333333333,0.4,0.793103448275862,0.0909090909090909,0.230769230769231,-0.25,0,0.333333333333333,-0.333333333333333,0,3,2,0,1,2,2,2,1,0,0,0,2,6,30,48,95,117,117,59,53,52,63,43,42,70,52,41,54,49,52,55,65,80,121,96,64,52,61,24,40,29,22,13,8,6,6,3,6
Danehy Park,42.388966,-71.132788,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0.875,0.533333333333333,0.128205128205128,0.642857142857143,0.529411764705882,0.777777777777778,1,-0.5,-0.333333333333333,-0.2,0.4,-0.428571428571429,-0.333333333333333,0,-0.8,0.111111111111111,-0.777777777777778,-0.666666666666667,-0.0769230769230769,-0.142857142857143,-0.411764705882353,-0.517241379310345,-0.166666666666667,0,-0.714285714285714,-1,-0.6,-0.2,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9,16,30,39,28,17,9,4,4,3,5,10,7,3,2,10,9,9,12,13,35,34,29,12,4,14,2,10,5,1,2,2,2,0
Kendall Street,42.3635601584299,-71.0821679234505,1,0,1,1,0,0,0,0,1,0,-0.555555555555556,-0.75,-0.2,0.235294117647059,0.230769230769231,-0.833333333333333,-0.92156862745098,-0.616161616161616,-0.909090909090909,-0.371428571428571,-0.133333333333333,-0.172413793103448,0.04,-0.282051282051282,0.106382978723404,0.448275862068966,0.157894736842105,0.28,-0.565217391304348,-0.0714285714285714,0.625,0.241379310344828,0.688311688311688,0.745454545454545,0.392156862745098,0.459459459459459,0.268292682926829,0.428571428571429,0.428571428571429,0.1,0.4,-0.0526315789473684,0,0.666666666666667,0.230769230769231,0.2,0.333333333333333,-0.882352941176471,1,2,1,1,0,0,0,0,1,2,9,8,5,34,13,48,51,99,44,35,30,29,25,39,47,29,38,25,23,28,32,29,77,55,102,74,41,35,21,20,20,19,6,6,13,5,9,17
Alewife Station at Russell Field,42.396105,-71.139459,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0.2,-0.0588235294117647,0.411764705882353,-0.545454545454545,-0.647058823529412,1,-0.333333333333333,0.333333333333333,-0.2,0,0.25,-0.333333333333333,0,0.333333333333333,0.714285714285714,0.6,0.2,-0.666666666666667,0.2,0.157894736842105,0.333333333333333,0.3,-0.5,-0.272727272727273,0.2,-0.714285714285714,0.4,0.333333333333333,0.142857142857143,1,0.333333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,17,17,22,17,1,15,3,5,6,8,3,2,6,7,5,5,6,5,19,12,20,12,11,5,7,10,3,7,1,3,0,0,0
EF - North Point Park,42.369885,-71.069957,0,0,0,1,1,-1,0,0,0,0,1,0,0,1,-1,-0.304347826086957,-0.472527472527473,-0.645833333333333,-0.232876712328767,-0.290322580645161,-0.125,0.0769230769230769,-0.5,0,-0.285714285714286,0.142857142857143,0,0.0833333333333333,0.3125,-0.2,-0.75,0.238095238095238,0.565217391304348,0.487179487179487,0.19047619047619,0.407407407407407,0.0980392156862745,0.395348837209302,0.333333333333333,0.6,-0.0588235294117647,0.538461538461538,1,0.333333333333333,0.5,0,-1,-1,0,2,0,1,1,1,0,0,0,0,2,0,0,2,3,23,91,96,73,31,16,13,12,18,28,14,40,24,32,15,16,21,23,39,84,108,51,43,30,20,17,13,3,3,8,2,2,1
Rindge Avenue - O'Neill Library,42.392766,-71.129042,0,0,0,-1,0,0,-1,0,0,0,0,0,-0.333333333333333,1,1,0.310344827586207,0.777777777777778,0.959183673469388,0.904761904761905,1,0.5,1,0,0.333333333333333,1,0,0.2,0.142857142857143,-0.454545454545455,-0.142857142857143,-0.0434782608695652,-0.384615384615385,-0.111111111111111,-0.862068965517241,-0.428571428571429,-0.230769230769231,-0.5,-0.6,-0.333333333333333,-0.4,-0.454545454545455,-0.5,-1,-0.6,-0.6,-1,-1,-1,0,0,0,1,0,0,1,0,0,0,0,0,3,2,4,29,9,49,21,4,4,4,4,3,5,6,5,7,11,7,23,13,9,29,28,13,20,10,6,10,11,4,5,5,5,4,2,1
Day Boulevard,42.336448,-71.023739,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0.692307692307692,0.6,0.428571428571429,1,1,0,0,0.6,0,-0.333333333333333,0,0.333333333333333,0.428571428571429,0,-1,0.2,-0.25,-0.111111111111111,-0.2,0,-0.444444444444444,-0.529411764705882,-0.62962962962963,-0.166666666666667,-0.666666666666667,0.111111111111111,-0.333333333333333,-1,0,-1,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,1,2,13,5,7,6,7,6,0,5,2,3,4,6,7,14,9,10,8,9,5,10,18,17,27,12,6,9,3,2,0,2,0,0,1,2,1
Harvard University Transportation Services - 175 North Harvard St,42.363796,-71.129164,0,0,-1,-1,-1,1,0,0,0,0,-1,0.333333333333333,-1,-0.5,0,-0.297297297297297,0.142857142857143,0.63265306122449,0.0769230769230769,0.542857142857143,0.263157894736842,0.578947368421053,0.0909090909090909,0.294117647058824,0.0666666666666667,0,-0.621621621621622,-0.416666666666667,0.0909090909090909,0.103448275862069,-0.185185185185185,0.25,0.0526315789473684,0.0566037735849057,0.25,-0.133333333333333,-0.207547169811321,-0.35,-0.0666666666666667,-0.0666666666666667,-0.375,-0.0526315789473684,-0.461538461538462,-0.333333333333333,-0.294117647058824,-0.6,-0.6,-0.6,4,2,2,4,1,1,4,0,0,0,1,6,2,16,14,37,49,49,26,35,19,19,22,34,30,32,37,24,22,29,27,24,38,53,56,60,53,40,45,30,16,19,26,21,17,15,10,5
Harvard Real Estate - Brighton Mills - 370 Western Ave,42.361667,-71.13802,-0.5,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,-0.333333333333333,1,0.894736842105263,0.517241379310345,0.764705882352941,0.304347826086957,-0.25,-0.2,-0.0434782608695652,-0.12,0.0434782608695652,-0.428571428571429,0.2,0.125,0.5,-0.333333333333333,-0.5,-0.666666666666667,-0.481481481481481,-0.333333333333333,-0.333333333333333,-0.297297297297297,0,-0.5,-0.0588235294117647,-0.176470588235294,-0.142857142857143,-0.0909090909090909,0.5,-0.333333333333333,-0.272727272727273,1,0.333333333333333,-0.6,8,0,2,1,1,0,1,1,1,0,0,0,0,0,3,17,38,29,17,23,16,10,23,25,23,7,20,16,12,6,16,12,27,18,15,37,34,28,17,17,7,11,4,6,11,1,3,5
State Street at Channel Center,42.344137,-71.052608,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-0.6,-0.333333333333333,-0.454545454545455,-0.48936170212766,-0.131578947368421,-0.0196078431372549,-0.027027027027027,-0.166666666666667,0,-1,0.222222222222222,0.6,0,0.0175438596491228,-0.423728813559322,-0.478260869565217,-0.2,0.5,0.6875,0.767441860465116,0.4,0.493333333333333,0.225806451612903,-0.0333333333333333,0.08,0.352941176470588,0.0526315789473684,0.333333333333333,-0.166666666666667,-0.142857142857143,-0.2,-0.333333333333333,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,6,9,60,21,77,47,76,51,37,12,6,5,18,20,32,57,59,23,15,8,32,43,50,75,62,60,50,34,19,3,12,7,5,3,1,1,0
John F Fitzgerald - Surface Road at India Street,42.358155,-71.052163,1,0,0,0,0,0,0,0,0,0,0,-1,-0.333333333333333,-0.411764705882353,-0.75,-0.772727272727273,-0.377049180327869,-0.558974358974359,0.15,0.393939393939394,-0.0285714285714286,-0.136363636363636,-0.461538461538462,0.0476190476190476,-0.2,0.176470588235294,-0.032258064516129,-0.5,0.0526315789473684,0.636363636363636,0.91304347826087,0.419354838709677,0.74025974025974,0.319148936170213,0.4375,0.171428571428571,0.469387755102041,0.225806451612903,0.12,-0.272727272727273,-0.230769230769231,0.222222222222222,0.6,0.0909090909090909,0.142857142857143,-1,-1,1,2,2,0,0,0,0,0,0,0,0,2,1,6,34,24,88,122,195,80,33,35,44,26,21,25,17,31,32,19,22,23,31,77,47,128,70,49,31,25,22,26,18,10,11,7,4,1,2
Ink Block,42.345901,-71.063187,0,0,0,0,0,1,0,0,0,1,0,-1,1,0.222222222222222,0.857142857142857,0.636363636363636,0.71875,0.794117647058823,0.428571428571429,0.555555555555556,0.0909090909090909,-0.0769230769230769,0.166666666666667,0.294117647058824,-0.142857142857143,-0.176470588235294,0.0303030303030303,-0.214285714285714,0.0526315789473684,0.142857142857143,-0.478260869565217,-0.217391304347826,-0.25,-0.25,-0.392405063291139,-0.463414634146341,-0.260869565217391,-0.241379310344828,-0.173913043478261,-0.2,0,-0.285714285714286,0.2,-0.2,-0.5,-0.6,0.384615384615385,1,0,0,0,0,2,1,0,0,0,1,0,6,18,18,14,66,64,68,14,9,11,13,12,17,28,34,33,28,19,21,23,23,24,24,79,82,92,58,46,40,26,28,15,10,4,5,13,1
Heath St at South Huntington,42.3279727020596,-71.110897064209,-1,0,-1,0,0,0,0,0,0,-1,0,1,1,0,-0.6,0.428571428571429,0.454545454545455,0,0.5,0.833333333333333,0.857142857142857,1,0.6,1,1,0.454545454545455,-0.5,-0.2,0.555555555555556,0.428571428571429,0.333333333333333,1,0.565217391304348,1,0.5,0.666666666666667,0.111111111111111,-0.428571428571429,0.272727272727273,-0.333333333333333,-0.555555555555556,0.333333333333333,-0.333333333333333,-1,-1,-0.5,-0.6,-1,1,0,2,0,0,0,0,0,0,1,0,2,1,0,5,7,11,4,4,12,14,7,5,4,6,11,8,10,9,7,12,2,23,15,12,6,9,14,11,3,9,9,6,4,6,4,10,10
Back Bay / South End Station,42.3480741231744,-71.0765701532364,-0.111111111111111,0,0,1,-1,0,0,1,1,-1,-0.25,-0.375,0.155555555555556,0.107142857142857,0.290909090909091,-0.153846153846154,-0.0449826989619377,-0.202846975088968,-0.266666666666667,-0.130434782608696,0.155555555555556,0.310344827586207,0,0.333333333333333,0.24,0.0588235294117647,-0.25,0.0196078431372549,-0.181818181818182,0.0769230769230769,-0.560975609756098,-0.492537313432836,-0.274725274725275,0,0.303964757709251,0.142857142857143,0.0807453416149068,-0.056,0.0487804878048781,0.117647058823529,0.0612244897959184,0.103448275862069,-0.0625,0.333333333333333,0.0769230769230769,0.473684210526316,0,-0.25,9,2,2,1,2,0,0,1,1,3,8,16,45,56,110,104,289,281,90,69,45,29,36,54,50,51,48,51,22,39,82,67,91,122,227,189,161,125,82,68,49,29,32,18,13,19,8,8
Wentworth Institute of Technology,42.337596,-71.096391,0.333333333333333,-1,0,1,0,1,0,0,0,0,0,-1,1,1,0,0.5,-0.2,0.333333333333333,-0.62962962962963,0.25,-0.28,-0.142857142857143,-0.636363636363636,-0.428571428571429,-0.111111111111111,0.25,0.0434782608695652,0.111111111111111,0.238095238095238,0.0588235294117647,0.25,0.0526315789473684,-0.0666666666666667,-0.115384615384615,0.0909090909090909,0,0.116279069767442,-0.142857142857143,0.0434782608695652,0.214285714285714,0.25,-0.0526315789473684,-0.111111111111111,-0.25,0.125,-0.0666666666666667,0.166666666666667,0.2,6,1,2,1,2,3,0,0,0,0,0,1,3,3,0,4,20,45,27,16,25,14,11,14,18,16,23,18,21,17,16,38,45,52,66,62,43,35,23,28,16,19,18,16,16,15,12,5
West Broadway at D Street,42.3391085,-71.0514432,0.333333333333333,0,-1,0,0,0,-1,0,0,0,1,0.333333333333333,1,0.851851851851852,0.944444444444444,0.904761904761905,0.950819672131147,0.813953488372093,0.764705882352941,0.764705882352941,0.333333333333333,0.111111111111111,0.333333333333333,0.142857142857143,-0.0666666666666667,-0.142857142857143,-0.142857142857143,-0.2,-0.666666666666667,-0.411764705882353,-0.818181818181818,-0.333333333333333,-0.515151515151515,-0.811320754716981,-0.81981981981982,-0.746835443037975,-0.555555555555556,-0.257142857142857,0.032258064516129,-0.529411764705882,-0.111111111111111,-0.25,-0.333333333333333,0.333333333333333,-1,-0.866666666666667,-1,0.5,3,0,1,0,0,0,1,0,0,0,1,3,6,27,36,84,122,43,17,17,3,9,15,7,15,14,7,10,18,17,11,18,33,53,111,79,54,35,31,17,18,16,9,3,5,15,7,4
Franklin Park - Seaver Street at Humbolt Ave,42.309796,-71.092225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,1,0,1,1,0.333333333333333,1,1,0.2,-1,0,-1,0,0,0,-1,-1,0,1,0,-0.333333333333333,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,0,0,2,2,2,2,3,2,1,5,4,2,1,0,0,0,1,3,0,1,0,3,0,1
Lawn on D,42.344792,-71.044024,-1,-1,-1,0,0,0,0,0,0,0,0,0,-0.333333333333333,-0.75,0.555555555555556,-0.571428571428571,-0.142857142857143,-0.037037037037037,-0.0566037735849057,-0.111111111111111,0.789473684210526,0.636363636363636,0.0909090909090909,0,0.2,-0.36,-0.2,0.04,0.294117647058824,0.2,0.4,0.0588235294117647,0.428571428571429,-0.037037037037037,0.151515151515152,0.170731707317073,0.103448275862069,-0.0909090909090909,-0.523809523809524,-0.2,-0.0588235294117647,0.466666666666667,0.230769230769231,-0.333333333333333,-0.75,-0.428571428571429,0.333333333333333,-0.714285714285714,1,2,1,0,0,0,0,0,0,0,0,0,3,8,9,14,35,54,53,27,19,11,11,14,10,25,20,25,17,15,20,17,21,27,66,41,29,22,21,15,17,15,13,9,8,7,3,7
Ryan Playground - Dorchester Avenue Station,42.317642,-71.056664,0,-1,0,0,0,0,-1,0,-1,0,0,1,1,1,0.8,0.857142857142857,1,1,1,1,1,0.333333333333333,0.333333333333333,0,0,0.2,1,-1,0,-0.6,-1,-0.5,-1,-1,-0.2,-1,-0.909090909090909,-1,-1,-0.6,-0.6,-0.333333333333333,-1,-1,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,2,6,8,10,28,19,10,3,3,1,3,3,2,2,5,3,2,2,5,1,8,4,4,15,23,22,14,6,5,5,3,1,1,2,0,0,0
Edwards Playground - Main Street & Eden Street,42.378965,-71.068607,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,0.857142857142857,0.9375,0.940298507462687,0.944444444444444,0.866666666666667,1,1,-0.333333333333333,-0.5,-1,-1,-1,0,0,0,0,1,-0.714285714285714,-0.565217391304348,-0.818181818181818,-0.923076923076923,-0.872340425531915,-0.92,-0.461538461538462,-0.8,-0.75,-1,-0.714285714285714,-1,0,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,6,19,28,64,67,36,15,3,3,3,12,1,4,1,2,4,2,8,1,7,23,33,26,47,25,26,10,8,6,7,1,2,5,2,2,1
Harvard University Housing - 111 Western Ave. at Soldiers Field Park,42.365064,-71.119233,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-0.6,0.391304347826087,-0.307692307692308,-0.225806451612903,0.125,0.655172413793103,-0.3,0.3,0,0.368421052631579,0.185185185185185,0.212121212121212,0.0810810810810811,0.185185185185185,-0.241379310344828,0.0303030303030303,0.297297297297297,0.0714285714285714,-0.0344827586206897,-0.0508474576271186,-0.0740740740740741,-0.117647058823529,0.0638297872340425,0.121951219512195,0.0588235294117647,-0.153846153846154,-0.241379310344828,-0.25,0.333333333333333,0,-0.2,0,-0.555555555555556,-0.666666666666667,0,0,2,1,0,0,0,0,0,0,0,0,0,2,5,23,78,31,32,29,20,20,24,38,27,33,37,27,29,33,37,28,29,59,54,68,47,41,51,26,29,32,12,14,15,8,9,6
Franklin Park Zoo,42.303469,-71.085347,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,1,0,0,-1,1,1,-0.5,0,0.142857142857143,-1,0,1,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,2,2,2,2,1,4,2,7,1,0,1,2,0,1,0,2,0,1,0,0,0,0,1,0,0,0
Bunker Hill Community College,42.3740899142652,-71.0690599679947,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,-0.333333333333333,0.2,-0.5,0.142857142857143,0.642857142857143,0.764705882352941,0.92,0.357142857142857,1,0.454545454545455,0.75,0,0,0.166666666666667,0,0.333333333333333,0.8,-0.6,-0.777777777777778,-0.2,-0.529411764705882,-1,-0.36,-0.714285714285714,-0.642857142857143,-0.612903225806452,-0.428571428571429,0.333333333333333,0,0.25,-0.4,-0.6,1,-1,-1,1,3,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,28,51,50,28,6,11,8,4,4,24,10,6,10,5,9,20,17,11,25,42,28,31,14,9,10,16,10,5,3,3,1,3
Savin Hill MBTA Station,42.310599,-71.053927,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.666666666666667,1,1,1,0,1,1,1,-1,0,0,1,-1,0,0,-1,-1,1,-1,-0.777777777777778,-1,-0.142857142857143,-0.5,1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,2,10,5,0,4,1,1,1,0,0,1,1,0,0,4,2,1,4,9,2,7,4,1,0,2,2,0,3,1,1,0,0
Washington St at Brock St,42.3490049440521,-71.1604106426239,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,1,-1,1,1,0.5,0.333333333333333,0.6,1,1,1,-0.333333333333333,0,-1,0.666666666666667,-1,0,-0.333333333333333,0.6,1,-1,-1,-0.75,-1,-1,-1,0,-0.428571428571429,-1,-1,0,0,1,-1,0,-1,1,2,2,1,0,0,0,2,0,0,0,3,3,1,1,8,14,4,3,5,1,1,4,3,2,1,6,2,2,3,5,4,2,4,8,3,8,7,2,7,3,3,2,0,1,1,0,3
Brighton Center,42.3489485723559,-71.1502718925476,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-0.75,1,1,1,0.714285714285714,0.833333333333333,0.666666666666667,0.666666666666667,0.142857142857143,-0.2,0.555555555555556,-0.333333333333333,0.142857142857143,0.6,0.666666666666667,-0.5,-0.25,0.333333333333333,0.846153846153846,0.2,-0.2,-0.565217391304348,-0.555555555555556,-0.4,-0.647058823529412,0.6,-1,-0.473684210526316,-0.75,-0.333333333333333,0,0,0,-1,-1,0,2,1,1,0,0,0,0,0,0,0,0,0,8,24,11,14,7,12,12,6,7,5,9,6,7,5,6,4,8,6,13,15,20,23,18,10,17,5,6,19,8,3,4,0,4,1,1
Lesley University,42.3867480204506,-71.1190187931061,-0.333333333333333,-1,-0.333333333333333,0,0,0,0,0,0,0,1,1,0,0,0.818181818181818,1,0.851851851851852,0.25,-0.263157894736842,0.583333333333333,0.384615384615385,0.625,0.0769230769230769,0.272727272727273,0.166666666666667,0.0769230769230769,-0.333333333333333,0,0.6,-0.4,0,-0.384615384615385,-0.714285714285714,-0.695652173913043,-0.842105263157895,-0.658536585365854,-0.696969696969697,-0.333333333333333,-0.923076923076923,-0.466666666666667,-0.272727272727273,-0.454545454545455,0.272727272727273,0.142857142857143,0,0.333333333333333,1,-1,3,3,3,0,0,0,0,0,0,0,2,1,0,0,11,30,27,24,19,24,13,16,13,11,12,13,9,12,5,10,10,13,14,46,38,41,33,21,26,15,11,11,11,7,2,3,3,1
University Park,42.3626477911859,-71.1000609397888,0.25,0.818181818181818,-0.111111111111111,0.142857142857143,-1,0,1,1,0,0,1,-1,-0.428571428571429,0.166666666666667,-0.354838709677419,-0.111111111111111,-0.125,0.137614678899083,0.170731707317073,0.228571428571429,-0.0222222222222222,0.111111111111111,0.1875,0.5,0,-0.111111111111111,0.0909090909090909,-0.307692307692308,0.223880597014925,0.297297297297297,0.117647058823529,0.25,-0.254237288135593,0.0649350649350649,0.147286821705426,0.152941176470588,-0.185185185185185,-0.146067415730337,-0.125,0.324324324324324,0.111111111111111,-0.0869565217391304,-0.222222222222222,0.024390243902439,-0.0810810810810811,0.04,-0.0714285714285714,0.111111111111111,8,11,9,7,2,2,1,1,0,0,2,1,7,12,31,54,96,109,82,70,45,45,32,32,38,45,44,52,67,37,34,56,59,77,129,85,81,89,64,74,45,46,54,41,37,25,28,18
MIT Pacific St at Purrington St,42.3595732010904,-71.1012947559357,-0.25,-0.0909090909090909,-0.0588235294117647,0,-1,0,-1,-1,1,0,1,0.2,-0.736842105263158,-0.333333333333333,0,0.333333333333333,0.407407407407407,0.240740740740741,0.190082644628099,0.241379310344828,0.205479452054795,0.396825396825397,0.111111111111111,0.0422535211267606,-0.254237288135593,0.209302325581395,-0.159420289855072,-0.0277777777777778,0.204819277108434,-0.265822784810127,0.0263157894736842,0.264705882352941,-0.155172413793103,-0.0105263157894737,-0.0123456790123457,0.0344827586206897,-0.0857142857142857,-0.0956521739130435,-0.205128205128205,-0.0540540540540541,-0.27027027027027,-0.21875,-0.194029850746269,0,0.12280701754386,0.0196078431372549,0.0555555555555556,-0.225806451612903,24,11,17,6,4,0,1,1,1,0,1,5,38,27,32,72,81,108,121,87,73,63,63,71,59,86,69,72,83,79,76,68,116,95,81,116,105,115,78,74,74,64,67,50,57,51,36,31
